Feature,Fisher_Score
TFEB,247.71089244542617
ABHD13,247.67164262789453
ATG4A,247.6674844780153
YBX1,247.62609249523496
RANBP6,247.59565630316695
KLF10,247.4977372185625
RNF130,247.44270678533024
CACNA2D1,247.3869957873053
CYP2J2,247.3624111485893
SAMD4A,247.30061059502697
KIAA1009,247.28652435026646
UBE2L3,247.12276227378786
PTGDS,247.0804654200251
RP11-301I17.1,246.8729047928355
ADAMTS8,246.7332918183467
SNAI2,246.5158486796003
PAQR9,246.38512884360588
CD83,246.27000795860818
SLCO1A2,246.18741343553094
MAPK7,246.17643609743175
GABBR1,246.15408984703433
CCHCR1,246.15348791005476
C10orf89,245.77848919664427
NUDT6,245.7205298199766
FLT1,245.66344940310503
REXO4,245.5458108896321
TTC23,245.39900672612373
CDK5R1,245.3694402053781
TFPT,245.21258797416039
SLPI,245.18647047266418
PPP1R1C,244.9977309482335
TAF9,244.9002455434096
HAVCR2,244.88489920823088
GREM2,244.87612383650378
ZNF184,244.86249694280588
PDGFRL,244.85092295899287
TTC9C,244.843957637855
TCEB2,244.79275515168993
RAPGEF4,244.72927144554188
GHITM,244.7247886881046
FVT1,244.54151688728558
KIAA1324,244.4859824832065
TBCE,244.43384257516988
GLO1,244.42478810932062
ZNF76,244.40615965855508
GNAZ,244.39654028610315
CLMN,244.35670623286697
BAIAP2,244.32710717517332
GATA1,244.03539256555285
PIK3AP1,243.9645486410506
C10orf46,243.87793035295874
XPA,243.83848312876324
ZNF585A,243.73533315043719
NCKAP1,243.7300631031476
KIAA1618,243.61661468052387
SNED1,243.49418819275562
SFT2D2,243.47461157693306
CCNJL,243.43924066266567
MORN1,243.40903057936492
TERF1,243.37285474434242
GMFG,243.37162349617375
PPP1R1B,243.2101053747937
SLC9A3R1,243.20057319260073
CAPN5,243.1438097144883
REPS1,243.1063058116192
ABCB1,242.98613704298623
MEF2B,242.85401764415315
LAPTM4B,242.81965956471265
TRADD,242.78853096942137
C14orf58,242.76882829364297
CTNNA2,242.63782970341603
FHAD1,242.6239531886112
NMI,242.55440769529017
CABLES2,242.4615519670695
BAZ2B,242.45142441121888
MAB21L1,242.4299960534355
FIS1,242.37392443288599
CSNK2A2,242.36630024524644
ID4,242.3468409581638
HPS6,242.2910311616268
CCDC35,242.28009116888973
PRSS23,242.17240049311076
MRPL9,242.12664346221857
MKX,242.0193544044638
CHCHD1,241.88702091101584
CCIN,241.86153690928356
NIPSNAP3B,241.86091413390704
ZNF441,241.81972389774324
SMAP1,241.74131361350243
RNF5,241.73057330837946
CNTROB,241.67546456668506
PRSS12,241.6061743723567
VAMP2,241.55146274985435
POLR2F,241.4072703225997
ADSS,241.38710805656675
ZDHHC21,241.36161609205536
HOMER1,241.24905900260455
PRR14,241.18610038844986
CNOT7,241.1157486184598
RAD54L2,241.11540368485916
FMR1,240.94356426110187
EDG6,240.94164967053743
LCE2C,240.83297267072493
C12orf62,240.77868214911325
ZBTB7B,240.76181958008095
EPDR1,240.42241782942625
RP5-821D11.2,240.22829495552384
HPS5,240.08772671713524
HNRPH2,240.04186250846223
DFNB31,239.977526986955
RP11-162I21.1,239.91868542327057
ANKRD15,239.91804741614166
WDR36,239.9086648880695
EGF,239.85453373992675
THAP2,239.69086471149313
TIGD2,239.67704485101166
KIAA1199,239.64720273309752
TULP3,239.59586718950487
UCHL3,239.57891111458167
MAEA,239.5721820239483
KCNJ15,239.51308817558947
IMPDH1,239.4992867605221
DNAJA3,239.49740780036612
LZTR2,239.45088267503934
RFX2,239.43719057293234
SMCR7,239.38710771621754
KIAA0553,239.3477313624132
OGDHL,239.3236202275231
CYP3A5,239.05992749663625
LSM16,239.02315855704893
DPYSL4,239.0222814523667
ZC3H10,238.80859122862512
SH3GL3,238.7477716704393
MSR1,238.7308503714056
HSPBAP1,238.72806280581844
RP3-510O8.5,238.71278125909595
C10orf56,238.67065561251965
PTHLH,238.65942227250474
PRSS3,238.58717283268194
MBD5,238.49608344837748
SELENBP1,238.41004571023365
DYNC1H1,238.30653643614005
RSL1D1,238.23482123248553
AIM2,238.1499277837957
RP11-165H20.1,238.08120877835174
PLEKHG2,238.00466347424143
SLC22A9,237.92612531785764
TLX3,237.79301940326047
NQO1,237.7273008410957
VANGL1,237.72471211948263
ST5,237.59708350537917
TIMM13,237.41818974673168
ZFAND3,237.31265178386428
OSTF1,237.2650557447565
PHC2,236.98598086438182
ANKS1A,236.9431371626291
ABHD14B,236.89777702998668
LOH11CR2A,236.78478867864803
POLR2J,236.77823154257086
WSB1,236.61052502218138
ANGPTL6,236.53801742340562
GRTP1,236.52042266350344
BNIPL,236.48202311936248
SLC25A6,236.45569573146096
ZNF291,236.40500056455073
TMEM4,236.30386695625725
HBS1L,236.26107058885495
C4orf16,236.18366036916836
CAMK1G,236.15979811673415
GCN1L1,236.0551247231848
CLDN23,236.0528857235559
ALDH9A1,235.98187495172112
C20orf59,235.89692526575618
ELL2,235.8946904594073
HS3ST3B1,235.83022840393687
SPIN3,235.7952091447089
MRC1,235.72115615883337
KLHDC3,235.66329234132508
H2AFJ,235.6598970516889
LMOD3,235.6592860777701
HLA-DMA,235.53979080013278
C15orf40,235.4690953007369
TRMT1,235.40280617238798
UROS,235.35523888709906
C8orf4,235.3465049509046
ZNF222,235.22654973001647
ARHGEF3,235.11446888364432
LATS2,235.06807991701498
EXDL1,235.04217796132258
PPIA,234.95868431509416
KRTAP9-2,234.93339456160194
ACSS2,234.91854898425368
KSR1,234.87123740543217
GPR21,234.8089686246135
MYO10,234.7397535793611
SLIT2,234.66468235289443
C15orf23,234.52998087194243
PPAPDC2,234.44279348015834
WDR19,234.42944236102363
NCAM2,234.38557648875968
NARG2,234.31386070308932
WDR77,234.23144503792471
SORBS3,234.2027371070633
FAM98C,234.16677769033544
DLG5,234.15780579923126
PPIH,234.07099518394654
RARG,233.93245027578337
MANEAL,233.90841557724633
C3,233.87564300496203
PRH1,233.7982113220451
TTC13,233.67216387388333
APBB1,233.483544307738
H2BFS,233.47587094491743
TSEN54,233.39412435453772
FBXW11,233.33259355046854
TEGT,233.33234572589575
KIAA1128,233.28723609918842
CCNB1,233.2453689542369
TOPBP1,233.2059294280399
TMEM12,233.1452507644662
TRIM48,233.11850884166893
SLC6A17,233.02787496738048
DCP1B,233.01181444773596
MRPL32,232.87902839223753
SERHL,232.81076909354988
ZNFN1A1,232.73358287875675
CRMP1,232.58971557416567
PRKAG2,232.46641431158358
REEP5,232.42405890458332
NOLC1,232.3976680575459
RPS6KC1,232.24814983174207
OTUB1,232.1655513039906
C21orf45,232.07367255368857
GABPA,232.05857686375288
DNMT3A,231.95576813989274
CBX7,231.95471932943514
ALKBH7,231.94046441270018
PLEKHH3,231.92386822896066
ROBO3,231.90786061563597
IGFBP5,231.86756367163653
DAB2,231.8513671327189
MCEE,231.74191460624832
FOXG1B,231.684785019196
PLD2,231.68021297056484
ABCG1,231.54432571100602
C16orf30,231.4695027271846
MID1,231.4264009080752
C11orf46,231.41878799069806
STX10,231.41712378915747
BAG1,231.36217129937853
C11orf43,231.07775029499317
LASS5,230.99858778858538
tcag7.1017,230.98364834470658
PYCRL,230.9749943048243
YTHDF2,230.9737165996859
ZBTB34,230.7162162283157
NDUFA11,230.6550265526551
TIGD3,230.49528944916108
SFRS15,230.37527493105497
DCUN1D5,230.35872913861004
OMD,230.02124043920907
MOV10,229.83530240696535
MFSD3,229.7198224548998
SCGB1D2,229.63881504552756
ZNF652,229.61499402456948
IGLL1,229.5958103288521
UCK1,229.5190139944122
NOL7,229.4384944534791
PRKAA2,229.4177664689575
S100P,229.331971986443
RIOK1,229.23394571796325
DIO3OS,229.22658856290457
FCGR3B,229.16096409724778
SOD3,229.15533533236768
CTDSP1,229.11523595286693
ASAH2,229.10339849359647
LOXL1,229.09234089725447
MLH1,229.05398746718032
CLDN16,229.04888321276763
TIPRL,229.00302532106417
CDYL2,228.92980990331858
OLFML2A,228.9074186778323
KYNU,228.88653325771375
TJP2,228.880123072041
C21orf33,228.7190444250117
SUMF2,228.56546004467947
CHIC2,228.51055981937066
HLF,228.39022771120625
LRRTM2,228.2692594911562
C9orf142,228.21925515092417
CD4,227.98756202963742
PLA2G4B,227.98478060434445
DOK4,227.84680075081604
INPP5A,227.7100883702981
SGCG,227.69852935195067
FAT4,227.6065700445063
GPR23,227.58652704733493
EFCBP1,227.49593227122944
NXT1,227.34323780183553
BBS4,227.3121106797761
TNIP3,227.21992962052735
LRRC4,227.15151960276512
PLA2G2A,227.0986690785459
TNFAIP3,227.06536393188048
CRISPLD2,227.06339535701187
ZNF658,227.01365859514368
ZMPSTE24,226.8672902540663
KCNQ3,226.80838184159018
ADORA2B,226.7973812211264
COX8A,226.63918268727147
MARS2,226.57973225679748
ARHGAP15,226.56123968826805
BTF3L4,226.55420282027575
CST7,226.54348006930093
SLC30A1,226.51530917656117
FARS2,226.46351306020313
SEC23A,226.4379659283523
KCNN2,226.38805216311337
WAS,226.37105745588502
SLC6A20,226.37067987816295
DBNDD2,226.3098940455157
PLXNB2,226.2548678798049
APOBEC3C,226.12988155213054
LPHN3,226.08448958493895
MRPL54,226.01155101388554
PARK7,225.98393925503004
FAM113A,225.86935321943275
DRP2,225.84716450915272
CCDC12,225.7460505839597
DUS2L,225.7419726194349
DDEF2,225.55436632100015
PRPF3,225.54419340052522
LTBP2,225.5210066372942
UBE2B,225.42477632231044
NPL,225.38001832273662
TFB2M,225.35152574947298
RAB18,225.1814124607132
ATP6V1C1,225.1786743534089
BTBD3,225.0817318610833
FTSJ2,224.8962270650204
LIAS,224.8883051467236
ANKRD29,224.86784514001826
SLC26A2,224.86040526686125
CGN,224.71508987059164
JUP,224.7148891198371
BBS5,224.71049719048827
DUSP14,224.6011503377417
ZNF587,224.56167793676576
TCBA1,224.554576565682
SPSB1,224.43922874283447
IL12RB2,224.2848889600589
PRPH,224.19255950882385
GDPD2,224.1884740082541
CCDC34,224.18386686257512
FBXO42,224.12133577185597
NLGN4Y,224.106600541374
RBM11,224.07089554524336
PTRH2,223.93905134651897
MEIS3P1,223.92154627357377
ZNF165,223.77162394525445
FCGR1A,223.69359942987734
ASCC3L1,223.65386099068593
SLC2A11,223.6318620237863
DDO,223.6159851262419
CUGBP1,223.5495207270546
LRRC24,223.5006964728277
CYP39A1,223.48610659336313
SUCLG2,223.3652255648973
PCNP,223.34962920074466
SLC6A8,223.30072349229755
ROGDI,223.29737958613816
CCR1,223.2749686559066
PPP2R2D,223.14698401565053
RAB33B,223.13192712150087
FZR1,223.03648480483554
PMS2,223.0254307134679
ALG14,222.99717567196296
TNFRSF25,222.97624806707435
ARIH1,222.88345518832824
RGMA,222.8129403973132
EHMT1,222.7313553143387
TGFB3,222.4989207000207
RGR,222.44018909855743
VPS45A,222.42214686609475
REEP3,222.31435044186827
CYFIP2,222.29538530565503
IGSF22,222.24263384297737
C2orf26,222.2178268994701
MAT2B,222.20231328860726
PIGS,222.19202249759485
FBXO32,222.19027456503792
BCL2,222.17913293329468
UBE2J1,222.16295805312294
C6orf81,222.09973402055937
AOAH,222.0768776424475
ZC3H8,222.01773798202873
LCMT2,221.98509460521655
NDUFB8,221.9787383093159
SIGIRR,221.86265913566677
IL16,221.83597140696762
PPME1,221.83462034998405
ELOVL5,221.81289436886317
RPS6KA2,221.77843482097592
EFCBP2,221.77342859333413
JMJD1A,221.68746535213734
ANKRD22,221.6423617611798
CD58,221.43352438547365
VENTX,221.36682914964797
WDR5B,221.3438181354311
XPO7,221.34078389976844
C3orf45,221.33126446387678
VSIG2,221.27561387055135
RPS19,221.25708578152066
FAM80B,221.25517647318554
FAM5C,221.25155503702146
LLGL2,221.22294991917533
UTF1,221.2170493722234
ZNF304,221.13441376832998
CSMD1,221.12509134832646
CARS,221.08738268273845
TNRC5,220.97553583960874
ZNF650,220.93600784181473
RPL30,220.88810426915268
MSI1,220.79763680669322
EVI2B,220.6951718854911
CXADR,220.68754984647293
C1RL,220.641713202371
CHRM1,220.5957734076436
KLK14,220.48321840149032
NOMO2,220.27548219498163
ECGF1,220.2375203810736
SLC24A6,220.19091638755503
SEC14L4,220.1138691795362
HERC1,219.98573962436484
ZNRF3,219.93171138566177
TSGA2,219.87107765282582
DOCK1,219.8473081964019
C11orf51,219.73167937100857
TMEM76,219.6412228923865
HERPUD1,219.52228861196397
MYST1,219.47353607013218
PAK1IP1,219.32259152737754
UCK2,219.3021111660707
PRDX2,219.25012576259226
MARS,219.1882206217026
WDR16,219.14978474139596
C14orf140,219.0616601363899
CXorf17,219.02528697990235
SIPA1L3,219.01888896888642
DKK4,219.00247982261288
PLEKHB1,218.90963855896985
PECI,218.9021893830493
GCC2,218.82847563260128
C5orf23,218.76452349269306
RAB3B,218.71456868349634
SP110,218.671884933486
UBQLN1,218.64104863678273
ATAD3C,218.54551571005635
NUP93,218.51552646326218
LEO1,218.48674260226167
SLC27A3,218.38593222721545
RAD17,218.29791585752116
FKBP10,218.28816963626764
NT5C3,218.22766623981803
SLC22A2,218.19115824414544
SLC25A26,218.08019265218968
SLAMF8,218.07894488128733
CRABP1,218.0569710632724
GAGE6,218.01163862957762
HIST1H3D,218.00193018097565
S100A3,217.95812790618248
EIF4EBP2,217.94161143922156
C1orf24,217.89912015680966
NAPG,217.77729511119364
SORL1,217.7433157047815
GPLD1,217.7285908986376
KIAA0182,217.72121346089494
ARHGDIB,217.63017122321025
DCDC2,217.60794913629348
PLEKHG1,217.48903965027108
MCF2L2,217.46083839224457
SRA1,217.404891458397
RFWD2,217.21606321641235
NT5M,217.17511176211605
ITGB4BP,217.10185711664244
TMEM119,217.0663337478748
SMPD3,217.0401588062971
HEG1,216.94762337041124
PARP11,216.93070858732847
LGALS3BP,216.88678643535025
MYBBP1A,216.85242521601938
BRI3BP,216.73215624458635
SYT14,216.71197813931536
PCYOX1,216.6358394921515
ASCC2,216.461595058508
GPR30,216.23878303055812
BLVRA,216.15663021567752
ITPKC,216.07729171655347
SET,216.07466617314088
PRMT5,215.98585937348037
OR2H2,215.98071106305315
APOD,215.96075941184313
C2orf25,215.9431917775429
MULK,215.9326536457554
WRB,215.89542188072306
ENTPD1,215.822201682183
F8A1,215.80661126599816
ZNF146,215.7234124918826
RAXL1,215.7119163728626
PTPRM,215.59569921749488
RNPC2,215.59420841243048
PPP4R1,215.51254706338344
YARS2,215.4776044661566
CLIC2,215.40029949459296
PNPT1,215.3790950739707
CD34,215.3624288789509
KLK7,215.30911928253155
RUVBL2,215.26201802052285
AOC2,215.25558011989006
STX8,215.18850398132503
LOXL4,215.1745512294686
STK23,215.1650311663611
SCARA3,215.11941585757884
LPP,215.11105878563023
KIAA1704,215.09956731644982
LAMB3,215.0912563339309
SLC22A3,215.0841182356524
PIAS3,215.04150715780008
C14orf83,215.01770730561887
CORO1B,214.95803393753147
TMSB4Y,214.95333793754227
SIRT1,214.90212237719183
FBXL10,214.86209195778002
EZH1,214.771451451037
MXRA8,214.75512800119571
KIAA0152,214.71716062363276
USP42,214.6688282021314
SMAD7,214.66056434568608
RMND5B,214.5985783144982
EHD4,214.57616376371405
PKD2L1,214.57293107498953
AR,214.48433153500554
FAM105B,214.42195213083346
RKHD3,214.29224050799354
DLL1,214.27511838236555
AXL,214.24958768343328
ITGA10,214.1707310632458
IHPK3,213.97287999774522
PLAC8,213.93070822359803
TBC1D22A,213.9037855060617
KRTAP23-1,213.90013815807885
PIGW,213.89605090202562
SLC44A2,213.69224407322713
PRKACB,213.61107499187213
CLK1,213.58704912529723
DET1,213.57971448384936
SLC7A9,213.54794841807185
ZNF529,213.4520138904432
CC2D1A,213.36823205116497
ELAC1,213.3084036653333
POU2F1,213.21251968279466
HILS1,213.17702726846736
LDHA,213.11573114284332
ZNF576,213.0376353964019
NEDD1,213.01720238085193
PLCG2,213.00006517517113
POPDC3,212.71312392126055
SEMA3E,212.6603309700962
KIF17,212.61292422821907
GSTP1,212.58767101309468
H2AFX,212.55704280459526
C12orf54,212.53498841984924
FMO3,212.49830402772642
NFIL3,212.4704313936864
OACT2,212.4173391638298
RPS28,212.32357823869336
HSPA1A,212.25397965850996
BCL11B,212.22627949592226
ASPHD2,212.14563117145923
PLB1,212.1104690766622
ZNF10,211.76504537281957
SLC25A35,211.70450518417164
PSMD4P2,211.64692317013873
TJP1,211.4782886652457
CDKL2,211.42457027637118
C10orf11,211.38562523096425
NNAT,211.32508928145475
PANK2,211.21963239951964
HAMP,211.19207663524065
PKN1,211.16408799593347
PPP2R1B,211.12737804654347
TMEM113,211.06681485434547
MRPS17,211.0661973588314
THRB,211.06594662180763
TCF7L2,211.05281086726242
TMEM16A,210.97709962946675
RXRA,210.88936875063862
EIF4EBP1,210.84356669915104
TRIM9,210.78448803222392
AP2M1,210.7716382177522
TSHZ3,210.76512048078314
TTBK2,210.72063409048457
FOXJ3,210.67842266209627
EMCN,210.5648189756422
AK3L1,210.4808610467353
RP4-691N24.1,210.47893679334817
SERPINA6,210.4754131680004
CTNS,210.39466417887587
GABRA6,210.30384899808772
BCL2A1,210.20654012371568
H2BFWT,210.17542444901142
ALDH5A1,210.1148243426946
UCN,210.00979764282147
GRAMD2,209.96835910593884
SSH2,209.90334446181782
ABHD10,209.86895070175575
NADK,209.86795538688995
CXXC5,209.83387862543276
CA3,209.78962126391832
TMEM53,209.72635302796238
PORCN,209.6479814112875
CSAG2,209.60297298243276
OR10S1,209.44762580336038
PDE4D,209.3628925562033
C14orf138,209.30790691555876
RNF157,209.29700978490956
SLC6A16,209.29258338895028
TRAPPC2,209.24582351589703
FLNB,209.20801703366752
SATB2,209.20651344057032
PLEKHM2,209.1602731296381
PDGFA,209.15770232768037
ACACB,209.13427227087755
RPLP2,209.10766239205427
HCCS,209.05022886044392
DLX6,208.97496489617205
PSTPIP1,208.97383747117095
IGFBPL1,208.9148744465557
PRPF4,208.82898629312436
YLPM1,208.78659551232363
LEMD1,208.7091233854394
CXorf39,208.62286357840833
VARSL,208.6029949072883
CSAG1,208.56632843318653
ME2,208.55121498113215
DHX30,208.53235569157215
C20orf175,208.5041671872103
CD48,208.48861178865377
C8orf34,208.43169858018877
WDR71,208.41740875154085
NOL4,208.41635669748376
LST1,208.30199454915862
BRP44L,208.202840311184
CXorf43,208.15089104627782
TMEM131,208.10072345759752
TP53AP1,208.06154780218642
ANKRD47,207.96320162699328
TRIM23,207.9517893464174
RHOG,207.8141089655527
GPRC5B,207.75483932289097
TGIF2LY,207.66795854006517
DNAJB2,207.66327400647387
COL27A1,207.61877756279227
SLFNL1,207.57059768428755
DAG1,207.5576428741337
CYBB,207.53868079743492
YKT6,207.45054835492047
CERKL,207.4502735892961
TLR1,207.4018231024404
KIAA0174,207.38423963224238
ZBTB24,207.3427294511501
UBL4A,207.33069768653587
ZNF367,207.28896206704428
GAGE8,207.19259870026394
ZNF561,207.18855419989848
SSH3,207.13416662357292
RP11-35N6.1,207.13024677894197
POLR3H,207.10547745258793
DOCK8,207.09547376836036
PDK4,207.02031609209757
TNFAIP8L1,207.00559215917173
TTC8,206.9646702548562
USP13,206.93558897996758
TMED10,206.93487899639047
CNTN6,206.92356754888777
WDFY4,206.88797380522095
RBM35B,206.87347853320207
TRAF4,206.86180175615232
HSPA9B,206.83318893078814
ZNF223,206.81287212040598
PTPRF,206.76263274843063
PLCB1,206.70403994336937
MSI2,206.57002223633378
GPATC3,206.46871224298823
SLC5A8,206.40259902243443
DIDO1,206.3873341956995
F5,206.37468710526358
MED4,206.37282338036275
SAP30,206.35471374702564
IER3IP1,206.29024583519978
ZNF584,206.2679026635189
RGS6,206.19435406536405
NUDCD1,206.16109729037674
WDR1,206.1432023523877
C8orf73,206.14288547517634
PPAPDC1A,206.11916628865168
GAS2L3,206.0550383576562
ERCC5,206.01741512195565
HADHB,205.98847837614588
EML1,205.94440291129462
DTNBP1,205.7956314791307
C8orf32,205.72023920536316
FIGF,205.70820400100033
SLC12A8,205.6904228050165
FUT9,205.58450475303576
TPH2,205.57130071183286
BRUNOL5,205.4824725285491
SLC25A12,205.47118193443265
ASMTL,205.4473997756337
LMOD1,205.39162556909778
BOLA1,205.37682956793017
KIAA0040,205.353534164887
TGM1,205.2697322707465
RGS12,205.06912688667606
GAGE7B,204.99190237924677
P2RX7,204.96817096376273
GAB3,204.91839824019726
MEG3,204.66198712787428
KCNT1,204.61986058079944
XRN1,204.48761161758424
SH3PXD2B,204.45982562752718
PSMB9,204.4427574801751
MICB,204.30506522186673
CYP26A1,204.1197409565364
CCDC40,203.98056939490718
DCI,203.94547475116835
PAPLN,203.88131591716945
TNMD,203.8393145080492
FANCF,203.83518724499442
FURIN,203.71096535550234
PIM2,203.66982643994325
DUSP1,203.59509549458107
ABCC10,203.5255029488962
MAGED2,203.49967318303857
SLC25A29,203.48968477033654
DCK,203.47416165587367
TMEM137,203.46125588115075
RBM13,203.27421226399832
STK4,203.27189520476708
VPS37A,203.22336694697577
PLCH1,203.19388542578247
ERH,203.14460995165294
C3orf39,203.04575227262984
COLEC12,203.02856383376832
C1QBP,203.00984721616
BST1,203.009647944913
RAB31,202.98491343489647
KLKB1,202.9672425477541
PLEKHJ1,202.91731274667126
OR4X2,202.8282537038819
CSTB,202.71747252046978
RSHL2,202.69974572972177
SEPT10,202.69465427404606
FXYD3,202.64560803259897
C4orf14,202.63893804930393
ARID3A,202.63601627001162
ADAR,202.62559196139307
C15orf28,202.59564349191209
TCN2,202.5206848875435
ITGAM,202.50873251643424
OR5E1P,202.46832914363597
ODF1,202.45800033754844
TIMP3,202.45454121884916
ZFAND2A,202.4360069331907
FAM50A,202.31182032621103
UAP1L1,202.29064665927183
RPA2,202.28073663775126
ZFAND1,202.26847559302405
ZADH2,202.2427715055693
MBD1,202.2005554933059
NCKAP1L,202.15139300498316
GSPT2,202.0574747687284
MIER1,202.02895933473508
C14orf168,201.832230480526
MCFD2,201.7091066664056
EDF1,201.64097652047568
C16orf46,201.64066355778485
SF3B2,201.6324125138422
ARC,201.4653932923111
IL6R,201.4564607830158
RNF152,201.26507188250548
KCMF1,201.25512640769603
MRPS12,201.2077129672153
THBS4,201.10934334315237
C20orf191,201.0719911282957
TNFSF13,201.06490085821474
MRPL14,200.9825779656423
CALCB,200.97737954089183
MCM5,200.9423150148365
COL4A6,200.86121765135601
CREM,200.82630500778885
THRSP,200.81763878167553
SEC22C,200.8160443510547
SFRS1,200.70209921965557
TFB1M,200.66926839492444
ACTG1,200.6329746069562
C1orf53,200.58884009632067
PDIA4,200.45436914980357
ZNF667,200.41962619709932
COL6A2,200.39718030459184
CTSC,200.38997477429166
RP3-402G11.5,200.35849353273954
GAGE5,200.3305347148646
TMEM127,200.25871667290303
SLC1A6,200.253468009519
UNC13D,200.21902603924107
DPM1,200.17955365728756
ZNF318,200.14577663516684
PPP1R3D,200.07452650859977
CDK10,200.06572327042804
PLGLA1,200.05769966477362
SEC24C,200.00925178160855
C2orf17,199.92445979742385
R3HDM2,199.90621302458476
CLSPN,199.7879943766609
NUPL2,199.78748434348262
PARN,199.77416770073927
RTN4RL1,199.66870434966336
C17orf32,199.48206115448124
RP11-506K6.3,199.38776180845898
RBM18,199.37184004466806
C19orf40,199.283941787029
CD84,199.26750785540213
TRIM8,199.24064445621957
MMRN1,199.2050779598064
BCS1L,199.19904162392555
CYP24A1,199.1252760770262
MPHOSPH6,199.05664692296654
NDFIP1,199.05545688775288
CENPJ,199.00395729065718
KIAA0841,199.0025004627098
C9orf62,198.97309050491367
CCNT1,198.8057566573642
RB1,198.78393298670363
C9orf9,198.70328630965014
KIAA0367,198.65679081048032
NOTCH2NL,198.62961801820865
TNKS2,198.5023159217564
SEC63,198.3622222585033
ARHGEF10,198.34259685404822
MASS1,198.31978070028043
DACH1,198.3141487761588
GPR125,198.30395292006244
KIF19,198.2712598326632
STXBP2,198.25995559447145
RP5-1077B9.4,198.25400593629675
GRIA4,198.20963787769767
RHOBTB2,198.1999257647246
SFRS4,198.12741364433472
UXS1,198.10244729861915
RBBP6,198.0177332954194
MPV17,198.00819189456496
VKORC1,197.94111806309436
KLHL23,197.91352008873037
USP27X,197.87761089855033
MT3,197.8589247401443
SOCS3,197.83015459329798
ENY2,197.6823021132419
PLEKHG5,197.68103935384846
IL20RA,197.65650934007596
TRAP1,197.6301421910403
EGLN2,197.57290361269767
ELMO1,197.54923551984257
FAM82C,197.52138415404656
SCUBE2,197.39673527786604
BTBD12,197.38785486526552
EFHA2,197.37877861880264
RPL39L,197.34520915636296
THBD,197.2697469947252
SHE,197.2450060775686
IDH3B,197.17007043803528
NKD1,197.13192701678955
DNAH14,197.11059640247996
COL18A1,196.8722272426685
PLEKHA5,196.86934871632724
THOC6,196.85812500674345
GTPBP4,196.81333701472025
MTERFD2,196.76628747500177
SLC37A3,196.75481028779413
BTK,196.6451115808919
SPAG6,196.5141620350379
DGCR5,196.43999794979564
SEC22A,196.42688050200368
HYLS1,196.3636141792961
EDEM1,196.3548979525368
FAM103A1,196.33575469403507
CWF19L2,196.31892133529385
GNG4,196.30079637619687
LEPROT,196.23692013113921
ACO2,196.1436199355347
NXF1,196.12169536822313
C8orf12,196.12002827008445
EXTL2,196.10758947887794
MTHFD2,195.98371206358925
SFMBT2,195.9619151378384
GAGE3,195.9324006641366
HLA-DPA1,195.9221320905127
TBX19,195.78415779693358
KIAA0258,195.63917415307537
CRKRS,195.62963375779802
COQ10B,195.5567283609583
LILRB5,195.48507598162308
BHLHB3,195.4712415285991
TAF11,195.37993290886052
CHCHD4,195.36022626028927
THOC1,195.1991124806725
HFE,195.16508132826576
CD320,194.98914086584494
CRY2,194.7807831711144
TRAF1,194.56553331711228
SYDE1,194.56418501275334
TXNDC13,194.07484007196646
F11R,193.90240404568092
MCOLN1,193.89721645169314
RTEL1,193.86636910973107
HIST1H2AD,193.7973770737646
CASKIN2,193.52172971218477
EIF3S9,193.50658479675215
TSPAN6,193.45217004188063
HTR1F,193.43683162644504
ZZZ3,193.43218858824255
RIC8B,193.42810204909972
C20orf3,193.40001732320133
ZNF75,193.35370432891014
SMARCD2,193.2874443030235
C18orf19,193.21664227652838
RANBP5,193.1453920456075
GLB1,193.14000337803094
DEFB1,193.12813210417363
IQGAP2,193.09125557772322
PITPNB,193.06214323398706
C2orf24,193.01392943419162
RP1-29C18.7,192.9746296650534
C17orf60,192.8274702400215
WBSCR22,192.75070763033239
UBE2M,192.74189920960995
FBXL11,192.69273199910168
ZCCHC7,192.56121211564755
CHID1,192.55474820515883
ARPC3,192.540460555011
ZC3H12A,192.51468789704364
L3MBTL,192.41980922180989
ZNF336,192.3893029342437
TTYH3,192.16932319508783
NR2F2,192.15342526184676
RSPO2,192.03402149670518
SLC26A10,191.9649196283201
SNRPA,191.95133793132777
NPNT,191.87212953643666
C20orf72,191.80584452781906
EFHA1,191.7605378927092
TMPRSS3,191.7543935232693
JAG1,191.7408366681331
CYP27A1,191.6563446092964
RBM20,191.6527360982929
ZFYVE20,191.63874197933916
VPS41,191.58258414744324
ARL10,191.52603373900303
TH1L,191.47721305898256
SLC22A8,191.40241835176803
DGKD,191.4020756592662
FADD,191.3421570416977
ZNF41,191.259842044604
BSDC1,191.17223519380244
GNAI2,191.1290403880896
SAMSN1,191.12350068298073
DPP9,191.03384909179343
MLXIPL,191.01577823729966
C19orf10,191.00591067007255
JUND,190.965717267952
AK2,190.88834850776232
SERPINB2,190.85261252704032
ZFP95,190.82258695904633
CKLF,190.8221962559257
MAN2A2,190.80348780702104
CD55,190.78175371935902
C21orf30,190.75144904865127
ZC3HAV1,190.7483509485046
GJA5,190.60609160183577
NXPH2,190.58362597161886
LDLR,190.45050234998965
RYR1,190.43761871902666
ABCC2,190.41012753946097
PSD4,190.341946854645
KIAA0355,190.34124809561345
BCL2L1,190.3280541584694
VIT,190.3273672986172
COL1A2,190.31428002223012
SP8,190.2945270523286
