Feature,Fisher_Score
C19orf6,50.638685315899906
GDNF,50.61791454380165
GPR39,50.61171793293539
SOX15,50.59925825122668
IGLC1,50.57601958778001
CEBPA,50.555484759528895
PLXDC2,50.53883117314521
EML5,50.53163247753991
LRRC28,50.496698657887876
DCAMKL2,50.45111891768698
DTWD2,50.450475704767115
RAD54L,50.433467461337834
TJAP1,50.41603860536747
OR13A1,50.41285996754483
ZUBR1,50.3943228354682
ZFY,50.366671895094214
HPS1,50.34879730444157
POLD2,50.32744173298089
GSTA1,50.290882430858154
PSG1,50.2777472189233
PTPDC1,50.269406228114846
KIAA1826,50.267857577414816
PSMA8,50.256761814246836
RPL11,50.246247750974206
ADRA2B,50.2419289584263
EXDL2,50.24063714326765
OXT,50.21517444115018
ARSF,50.204927862506224
KCNK18,50.20379809121392
ATP10D,50.166968311789795
SGTA,50.16284202944735
PCYT1B,50.157249778655654
MAGEA2,50.15228063750031
PCDHGC3,50.15076081762224
SLC35F5,50.149618409193394
SS18,50.1231458711371
COL16A1,50.09810414239368
RIBC2,50.09653121214065
MAN1A2,50.078614182969204
DNAJA2,50.068473056120595
DMGDH,50.057693482280236
C9orf119,50.047068442280796
POLR3G,50.018430406761865
C19orf21,50.01605599057753
GCAT,50.003912327825965
THBS2,49.97909541573523
CLCNKA,49.972582261316276
APOBEC4,49.96243020490207
KRTCAP3,49.95652954341
LRRC57,49.95005376330129
HYOU1,49.941418838822905
HIST1H2BC,49.93709094013791
DUX2,49.936851206305306
TACR3,49.9321817937837
VEGFC,49.93133882914643
CXorf12,49.92659295586351
SPP2,49.91705189066286
RCBTB2,49.915672431762445
TMEM63B,49.888019638249645
DRG2,49.85214042583095
NRK,49.84918743321455
SFRS8,49.848065475771406
ESX1,49.826192161991955
KCNN4,49.82086110467372
MRPL44,49.82020002242067
SCAND1,49.81267038370865
HUWE1,49.789189894500446
TMEM129,49.78609358694601
AFP,49.75639731690987
C20orf42,49.75213768864643
ARHGEF19,49.74148944622402
HMBS,49.723176920616936
CCRN4L,49.699757609387106
SNORA68,49.67328490826752
MS4A3,49.652791220790164
CCDC5,49.58838016909384
OR1Q1,49.578641978774826
IGFALS,49.57806759909084
C20orf45,49.54380818135649
C22orf25,49.52186097806439
SMAD5,49.52040379760045
FOXI1,49.503541659705405
PRDM5,49.502348082919035
C20orf4,49.48650120906864
H1FOO,49.48195334821893
HESX1,49.4659238090473
EIF4G1,49.337933681359544
IDS,49.33357692846245
MUC15,49.305825655344506
C14orf22,49.28691904770871
C21orf55,49.26671348179409
NTSR2,49.21866185874931
AOC3,49.21491014044261
PABPC5,49.19924474925388
IGFBP1,49.19324420082189
SLC24A4,49.18813370316053
THAP5,49.14138449211097
CUL4B,49.10743318950336
DCDC2B,49.099390887994716
FBN2,49.070148929670886
TTC18,49.067781837519036
DLST,49.040350870552366
IFNA17,49.03456730362657
ODF2,49.02133075714626
PLCXD1,49.01995589278756
IDH2,49.01858576754267
KCTD18,49.00309578375495
STAG1,48.97460967178639
ZXDB,48.967402995120445
DEDD,48.956266429032
C11orf38,48.92264708922785
NCF1,48.92056092851134
TNFSF10,48.919423452480345
VPS36,48.919004958080734
KRTAP19-5,48.89641453272145
LRP5,48.84044334843317
GAL3ST2,48.82359316338656
DUSP12,48.808380451441096
TMEM19,48.79762811642013
UTY,48.788925442216474
MYO18B,48.76687339064344
C14orf100,48.749134445668176
ZNF187,48.74846500790281
SLK,48.744428746601514
MAPK11,48.742564813266604
TRAIP,48.73183850361408
TMEM30B,48.73117819525376
TRIM34,48.725900028843405
CAPZA3,48.70293000189381
CUL7,48.70020326522401
BXDC5,48.619478680362036
NHS,48.618823687325694
LTB4R,48.613008422385676
FOXD4,48.606837613247194
CD1E,48.58845652978383
CCR6,48.58802836761049
ANKRD18A,48.58704549185546
GZMK,48.57872332280097
C17orf70,48.57837180839463
PAPOLA,48.56372913580714
CMA1,48.555142903553964
SNIP1,48.550936377304524
CENTG3,48.506735898880876
TLE4,48.49442724487053
NOTUM,48.468352123318155
KRTAP6-3,48.432781811304224
KIAA0103,48.41229591217227
C1orf48,48.41089490601537
PFDN6,48.390445870037865
CD200R1,48.38388454227537
KCNC3,48.36992094662041
PEX11G,48.35357390421056
MAGEA2B,48.324687879500544
CST5,48.3129092871266
HLA-DQB1,48.311822750780806
EEF1G,48.308586643275596
FOXA2,48.30735983865037
ACOX1,48.304596293799094
CDC2,48.30159221950309
PCDH17,48.296011114345916
INTS12,48.29465671501292
MYH16,48.29072344754822
APIP,48.279211599247375
NTN1,48.23831443199567
CRYBB1,48.232760541016376
CRTC1,48.201950262125905
C12orf41,48.19238866561914
CXCL5,48.1526821114839
TUBE1,48.14209317033898
PTGIR,48.12393835867945
SRRM1,48.105823033389214
SP140,48.09347583318542
KRTAP2-2,48.04609376063179
RUTBC2,48.019429184629644
CHST8,48.018870497555895
SH3BP5L,48.01415678296247
KIR2DS2,48.01207849566648
RAB35,48.00189344183055
PRKCE,47.973879615291835
SLC7A2,47.9550370188698
TAF6L,47.9442678516517
KL,47.921273337863056
TMPRSS11F,47.90800518532055
SLC35C2,47.89619011433965
INTS1,47.874951316648385
UMPS,47.85474966558387
GFOD2,47.84671049464589
GPR63,47.83979854592422
TMEM107,47.831988703444836
KIAA1600,47.82552796410953
ITSN1,47.8161335024991
CD300LG,47.79402656011234
HECTD3,47.78745748650772
GRINA,47.74347689410717
AHRR,47.72817697206741
C14orf82,47.724582845016734
IBRDC3,47.72314688856949
IL10RB,47.680355997987085
PCDH1,47.65653311749573
INOC1,47.637141628461826
HNRPUL2,47.59991527802322
DNAH11,47.59661407995486
ARL6IP,47.5835153944516
TMED6,47.58079967372361
OR4F15,47.563554046193545
MAN2A1,47.56071890671136
HMBOX1,47.51317822787867
MTRR,47.5126745496195
CDH22,47.44244066877719
ZNF229,47.438995847486815
DDX58,47.36789387409811
KLK1,47.36274876887661
SMCR3,47.35648851775247
CDKL4,47.345266696885716
ABCC3,47.30163897159423
GLI4,47.298303872585066
PMS1,47.28691136171118
RPAP1,47.27988303544521
CBX3,47.234919002393355
RASGEF1A,47.21495816714913
RALY,47.2065884167108
TCL6,47.20549771024045
DAD1,47.20171913707813
ZBTB39,47.19899029238224
C10orf120,47.190059599124695
TMEM95,47.18918709540543
FGFR3,47.16392065207612
PHACTR2,47.12352904491249
SSR4,47.11590555738896
HOXD3,47.0931726395085
ADAMTS5,47.07880473828283
MINPP1,47.07090913735036
C9orf44,47.05148280418214
CCNL1,47.05059470112206
JTB,47.0407031115286
CGB8,47.03611068251215
OR8G5,47.00947571721175
SLC6A2,47.003907859821396
DRD4,46.93340019987418
TIGD4,46.924619665891385
PAGE5,46.922223770731364
COL4A4,46.91546326248039
C19orf37,46.90977696825773
HTLF,46.87415129936811
SAMD4B,46.85377102928814
MBD3L1,46.8448404332965
SFTPB,46.819664275120466
UNQ3072,46.815748482259856
EGFL8,46.80990934876637
VEGF,46.799053453159104
PPEF2,46.78384886997002
IL1RAP,46.74637895867516
GPR137,46.746290386859144
C14orf119,46.72620989628081
AMD1,46.69556486395588
TRIM25,46.68482516185194
SLC18A1,46.68370100117528
RP11-50D16.3,46.680214058720715
TMTC3,46.680031483898475
SLC25A37,46.65991368894923
APBB2,46.6592376659614
ALKBH2,46.6396683873644
TFAP2A,46.63793744025955
TPR,46.59732076499853
STAM2,46.57905802612444
CPNE2,46.572703087773306
SAR1P3,46.563594085312005
OR2L3,46.52340617023358
FAM29A,46.52241475710352
ARHGEF15,46.51139843352893
ADRA2C,46.47039792272878
L3MBTL3,46.4601067559702
FRMPD3,46.45334445976358
C20orf181,46.44425384894846
CYB561D1,46.41949010721002
C6orf170,46.39582889794685
ABCC13,46.395274859512284
C4orf8,46.39101827703858
CRIP1,46.38811823432547
SLC41A2,46.384250718618915
SPCS2,46.36131944449435
GGPS1,46.349431613127685
GRIN1,46.32748695025953
PEX13,46.31974673159
MMP11,46.29312474266613
CBX5,46.28520766739353
TTC12,46.2564595071628
WWOX,46.203033621011535
ULBP3,46.19067475808114
KIAA1522,46.18384092423494
GPR50,46.1628031529632
ADAMTS19,46.14589618097898
TLR6,46.132922993359145
LMO6,46.13099416347683
TNFSF18,46.12637200871107
GPATC2,46.121412146872785
MYH2,46.098593416245905
MED28,46.08979604351504
GLRA2,46.044983359417984
RASGRP4,46.00092483743007
HS3ST6,45.99912799186652
LTV1,45.982821672327006
FSHR,45.919948948148765
KCTD14,45.91639174007629
E2F6,45.89761187156848
FAM9C,45.89689837639551
RP11-35F15.2,45.892637222715926
TRIM2,45.891181114702064
C14orf109,45.85104941310736
FXYD4,45.84531296911431
SATB1,45.82182447370719
SLC29A4,45.797132689127444
AVP,45.78961982964196
ZNF519,45.7468546641542
HBXAP,45.730068043851155
MMD2,45.728974031579234
BMX,45.70037100668114
TBKBP1,45.69785058970518
RLN1,45.69295239944257
WBSCR26,45.66522418057179
MYO1C,45.6650704017212
RP1-127L4.6,45.65324330185716
RCE1,45.651198135314814
ANKFN1,45.63842618914515
LIN28B,45.59758823935811
PLN,45.58300587481375
CHAC1,45.56318283616463
POMC,45.517039345264564
TBC1D15,45.51437551653482
RNF133,45.498041905251
SDPR,45.47870085472977
SLC37A1,45.47251650209631
MAST2,45.4340912842125
CLNS1A,45.42569574565265
SKIL,45.38883029954665
LIPA,45.38152094712754
GPSM1,45.3599234865496
RTDR1,45.33215419349179
C19orf33,45.30636698028664
PON3,45.28711617890864
ZNF594,45.27561691601923
ZNF560,45.273007525225246
AP4M1,45.25515760915503
NR1H4,45.25361842250212
HLXB9,45.227347208703435
FAM59A,45.197318541152455
CUTC,45.17992880382645
C14orf106,45.171549825925965
FBXL3,45.159475585262975
SLC30A6,45.14775196501163
C1orf122,45.14688185899057
ANTXRL,45.144673997847605
CTNNAL1,45.144534219208495
PARP8,45.120088068770606
C14orf156,45.09470385693334
PAIP2,45.08846752897035
TSPAN4,45.07903531943564
FGD6,45.055671199032425
DES,45.05416757700339
IL27RA,45.01164501737957
TTC14,45.009738110366996
CSNK1A1L,44.98116581922318
C16orf34,44.97741507183703
MED6,44.961005092366804
SEMA6A,44.95306256647906
KRTAP4-5,44.930254712384155
BCHE,44.92330813299683
FRMD1,44.91462635499265
LTA,44.859145123744796
C17orf41,44.85363961635869
TSPAN17,44.8425121605719
BPY2IP1,44.819572792760326
SH2D4A,44.7974434304353
CHRDL1,44.792092244051716
CA5A,44.78687440256114
MSLN,44.77413321659017
ZNF23,44.773291270075056
SAR1A,44.7678514462298
GGTL4,44.753452490265516
GEMIN7,44.73956369705905
PTPN1,44.7345912198096
GOLGA4,44.72101995758249
PGD,44.712978427524874
FMO4,44.689090189450226
SEC11L2,44.67048366421163
RNF40,44.6588817591217
NCAM1,44.65457996873933
UTS2,44.59615998414656
PRRG1,44.58721545032499
PCDHA9,44.54060247736024
KDELR3,44.53611137112283
ZBTB38,44.53278142630383
CUL1,44.51259965318994
EYA4,44.45281348641405
PUSL1,44.44288804537812
BCL2L11,44.40324452119833
ATP13A3,44.40147924034537
RNF6,44.40143988385967
MUM1L1,44.39904291097603
KLRK1,44.398772787830715
KIAA0507,44.39199599638752
ART5,44.36913132576257
WBSCR18,44.32874599306212
FGF20,44.29550874551517
KIAA1841,44.29445248420149
HCRTR1,44.25926337581872
GPR19,44.229517526718084
B3GNT3,44.228793549432254
SPSB2,44.22783266097631
OR4L1,44.22640450127417
ROPN1,44.22067216685103
ERCC6,44.211244869102174
BUB1B,44.21072540001239
ZNF167,44.19275998426417
HIST1H4D,44.19163939837644
SULF2,44.18768890708641
ABI1,44.17866044836085
RP11-535K18.3,44.16765819076366
FADS2,44.165524917354716
POLE4,44.14815909495816
PLK1,44.1362092775923
SCAP1,44.11965341352982
GP6,44.0979675892709
ITIH2,44.08893009253677
DIAPH1,44.08521083820075
GALK2,44.069341925177035
WDR70,44.06704628950727
ZBTB26,44.0630723809125
SDF2,43.95201667799729
C4orf21,43.946112464522145
LRRC48,43.94443227480674
CYLC1,43.938430774087465
C11orf48,43.893828317171625
HCG4P6,43.87320199837853
OR7E85P,43.87155011594592
CYP1A1,43.868389467268756
TMEM97,43.859358473037204
IQCC,43.83939088248063
TMEM22,43.82745142892953
ARV1,43.82011167580343
MEOX1,43.81668568472948
MYH11,43.787926640806305
PDE1B,43.78228154710318
SIPA1L1,43.76360075252996
ZBTB3,43.7593363137429
PKLR,43.74400080720671
C8orf30A,43.71023163516094
C12orf34,43.706108902184674
KRTAP4-12,43.63434127491139
PIP5K2C,43.63273762158124
OR2A14,43.59540258465434
RETN,43.577307508029534
TMEM63C,43.57033408710095
SLCO2A1,43.569922870147096
PADI3,43.528685872754735
MFAP3L,43.5262752245593
OPN1MW,43.51171395912114
LRRC14,43.50059854678001
LYNX1,43.48432785669677
ZNF595,43.473782894301856
C3orf44,43.452433244050184
RCN1,43.40763811850849
TMEM101,43.3711788411758
MEPE,43.369145625318104
C11orf68,43.35753850248579
DIRC1,43.3575322533034
LSM11,43.346580798327146
SDK1,43.342030977976194
PRAMEF10,43.3384029693993
EMILIN3,43.32865254394431
OR7E13P,43.32397379792706
BSG,43.31234266700738
LACRT,43.29987961335434
GCG,43.29212344514552
CATSPER2,43.28915324602268
SF3B4,43.28349330902621
ZBED3,43.27541508819429
C3orf33,43.269756939686665
ZNF235,43.258972761279615
SAMD8,43.24211531235601
C2orf37,43.19450390571759
COPE,43.18857787016251
MYBPC1,43.15753581894957
SNX25,43.15695769088412
CD300LF,43.14759035948871
ANKRD33,43.137046355917676
CD164,43.119256914120506
C1orf148,43.08283804791394
ZNF44,43.03421933618338
SULT1C1,43.014853590945975
BCAS3,43.01344831899472
NKPD1,43.01042630224144
STAC,42.984727628688304
ARSA,42.931543796863345
YPEL2,42.90274064738462
EXOC5,42.876784246432486
CXorf48,42.862510466813006
HDC,42.84933231691713
TMEM14C,42.79604882782802
FUT8,42.78855899697902
DAND5,42.77126197475745
OR7C2,42.739042174212855
KIAA1822,42.72009441255452
C21orf90,42.703531478206955
AYTL2,42.69760085285081
ZNF471,42.653828427683194
CLDN11,42.65203454949306
SDHA,42.64468479585577
CSF3,42.62309365758066
DGAT1,42.6162648711762
TDRKH,42.60955792583994
UBR2,42.58243439723009
RHPN1,42.572210463679255
UGT2A1,42.56672922239081
SERPINB10,42.56651918679045
SSX4,42.55425052487408
NEIL3,42.54963785859843
ZNF189,42.49240378430192
TRIP13,42.48243907166676
S100A1,42.457018826666726
C15orf32,42.446724395158164
PLCXD3,42.44444280902604
C21orf124,42.44262268616349
IL1RAPL1,42.43679488265005
C1orf35,42.42107102106374
MRPL4,42.420338915248465
RGS10,42.40743221003475
C6orf112,42.40707187779212
MTHFD1L,42.40435734881583
ITM2C,42.37945976915027
HIST1H3H,42.367338812996465
KIF1A,42.343034085618676
ADH4,42.33536267012421
TFAP2D,42.314912404059335
BCAM,42.314758662070616
PHLDA2,42.30769015318531
HIPK1,42.29189995490556
RNF190,42.27962706513501
ZNF221,42.252439008157836
C14orf115,42.22327467679802
RP11-119E20.1,42.218741871384914
C6orf201,42.209291887836464
OCM,42.20464660422172
FNDC8,42.17548554729823
LRRC21,42.17369293342672
KIAA0664,42.16410822758608
ZNFN1A4,42.15141599982072
TMOD4,42.13180073870075
PLA2G2E,42.12956263825456
ARHGAP21,42.10010715178411
OR52E2,42.08657604493101
AMAC1L2,42.081582220914704
C4orf18,42.07819802548743
SAPS1,42.07571152535748
ONECUT2,42.053525356145
AGPAT4,42.000923917812436
AKT1S1,41.97194582715543
PDCL,41.97098841414568
KIAA1731,41.963485103530445
ZNF630,41.9255051702865
RANBP9,41.87716521997917
RAPH1,41.857512481606264
ARID2,41.855086438059004
LALBA,41.844942368303805
SPTBN5,41.829220708281134
ZNF137,41.81055769032945
PAX9,41.801287936358285
KNTC2,41.78315045832295
TRIM71,41.757269117284594
NR4A1,41.68797904991162
ZNRD1,41.67532464125257
CDC91L1,41.667344449869894
PRIM2A,41.65525885856886
RAB3A,41.65213879389883
HGFAC,41.64701663113381
CETN3,41.646601623614444
FKHL18,41.64236618690616
OBFC2A,41.640978723185825
MERTK,41.62165213042076
NBR1,41.57502547737889
ZNF544,41.54207104863572
SGOL2,41.53082293127696
ARSG,41.51977942108811
TMEM122,41.502511935705414
AGBL3,41.50127411556974
TRPM4,41.497410598099535
C9,41.48914283794699
CD5,41.47775960138073
LNPEP,41.45668966175963
SHC3,41.44875274515082
IL4I1,41.42728048026316
GNB4,41.41442417412614
TMED9,41.408930545581825
ADRBK2,41.39925732044359
CCDC13,41.39478482563487
DOK3,41.377780465692396
NARS2,41.32904004508143
NPDC1,41.3246829516707
C9orf86,41.31649737389194
LY6G5B,41.31071881479964
C13orf10,41.30938976199629
CCDC25,41.281852778518115
BAIAP2L1,41.22469345350882
SLC45A2,41.221558257170315
ZFHX1B,41.18130783044213
PPP2R3A,41.163253229073796
PCBP4,41.15363136094148
ATG12,41.14130422522338
OR11L1,41.13431860364409
RAG1,41.13156628853928
NUP210L,41.11257612183113
DHRS1,41.10788644384022
FYB,41.10521034125961
PHF6,41.10414225051139
EMX1,41.097469476079034
GRK5,41.09057806426464
GABRR2,41.04507989410611
GPR55,41.02663055252877
CXorf33,40.98711818925679
CDSN,40.98630612634817
CDC37,40.97192168042085
ZNF35,40.94685964729121
SH3GLB2,40.93965719287095
ZFYVE1,40.925590401073066
KIAA0310,40.90878437021721
EDA2R,40.90868701401129
KIAA1432,40.90656317088826
SHARPIN,40.89322968088166
AGA,40.87657949967804
RETNLB,40.85550789314485
PLA2G2F,40.8363539528705
RAVER1,40.824523330414046
GOSR2,40.76034260522739
NES,40.746531298885984
USP22,40.73876455638538
AP3S2,40.72724271743696
CCNB2,40.71224953730236
ANKMY1,40.635790407121675
HCN4,40.59001383513299
GALNT1,40.58162621946241
RAET1L,40.56980872244937
F13B,40.5639906997843
AFF4,40.51599023332473
MAP4,40.4834016983202
SNTB2,40.478362793848696
TLX2,40.47733575426653
MPG,40.43778629065375
FZD5,40.42837643803132
SPATS1,40.42655706824525
PI15,40.42128823177931
ROCK1,40.41955417815496
NALP5,40.37012166970678
PAX7,40.35130946207682
CBX4,40.31150436568568
RMND5A,40.29401977699556
GPC3,40.27282636636943
IGHMBP2,40.1837535542496
C8orf57,40.18241040595788
EDARADD,40.174635070091696
PDIA3,40.13989603454121
ELOVL3,40.117817009928196
CASR,40.10762172257074
ANKRD28,40.1059625766876
CENPE,40.08943867545061
CRYBA4,40.08224652732727
BAD,40.08222170438878
C6orf191,40.04219608258062
RPP30,40.04013054272362
RPS29,40.03446756463812
GORASP2,40.026749736807346
AGXT2L1,40.023014543454806
ATPBD4,40.018514681647716
ADAMTS9,40.008186026316324
CAMK1D,40.00228753733203
PLEKHA8,39.97765134394632
SH3BGRL,39.95451764429234
FAM98B,39.95217250824143
ACTR8,39.951740624535304
IL1F8,39.95078974767134
CLN5,39.95076971690437
EDN2,39.94077460774423
OR52E4,39.92703500690533
PIP5KL1,39.925228963657275
ATP5I,39.92137710114424
LRRC36,39.90927777084565
C9orf68,39.90833806498805
IFNAR1,39.885796974279685
SLC6A9,39.87443747044535
ASNSD1,39.86030156326508
C21orf51,39.8594667880508
C6orf125,39.8425349423829
VHLL,39.83221988242147
LHB,39.82578798649019
TNFRSF6B,39.80364870773479
C21orf118,39.79787549449655
RABGGTB,39.78776581693314
TCEB3,39.78317656730523
KLHL15,39.78097936279902
ETV4,39.78026681722787
EVPL,39.76373040320585
ZNF583,39.758017185765766
RASA3,39.74474177360825
C3orf24,39.74092079745527
NBR2,39.74055669533257
SCD,39.70376346749154
FMN1,39.69584703573025
OPLAH,39.682369289986454
NIN,39.66113494187156
KIAA0528,39.63751910200563
HNRPA3,39.61054470465866
PTF1A,39.59775786488371
ACCN2,39.59117313473077
KCTD5,39.58433941145924
TCHP,39.55278953409137
POLR3GL,39.514743338488415
C17orf37,39.50207719293942
MBP,39.4876414625426
PTENP1,39.4766912544034
TAS2R3,39.44816244697725
SOX17,39.412188164701824
RPS21,39.410410322149886
DEFA5,39.40662998005668
MRGPRX2,39.397639043672655
C8orf13,39.392707719068945
C2orf29,39.36739409410126
WDR79,39.34547810751713
RP11-479E16.1,39.34178205921039
DUSP5P,39.30812941571288
PLA2G5,39.3018506663111
BCKDHA,39.29907537039998
MBD4,39.28376727664212
SPTBN1,39.28306650439122
CACNA1B,39.254570203881386
HPD,39.24461068469034
MUS81,39.234480752561346
KLHL18,39.224893884457856
C21orf87,39.213343389523104
CXorf41,39.206017281811235
BPNT1,39.196352086663566
C14orf103,39.155571100175656
C7orf29,39.14544468773344
TOP1MT,39.144060618517486
HSDL1,39.12529221278252
SERPINB7,39.11250594419868
ZNF509,39.06672690955426
C10orf27,39.05439716789608
NUDT9,39.049025140536415
PRR13,39.03141040188383
EIF4G2,39.01448502608428
AMBN,39.012840048101765
TAS2R44,39.009720226724795
BTG4,38.993124684423016
NUMB,38.99259104500303
PRKXP1,38.9654409743673
LRP5L,38.9651169592588
VASH1,38.9142710956076
PCDHB15,38.911935409043565
PLS3,38.890926543102054
CCDC52,38.88859952550237
C2orf18,38.88239004629
FAM99A,38.85498396986601
ZNF501,38.85439505123263
GIT2,38.818652850208096
GALR2,38.80628845383097
TSPAN18,38.78316065579214
XRCC4,38.77742520129579
ACOT12,38.776017885323384
CXCL10,38.762942157134695
OR1F1,38.76018052498164
IBSP,38.75783417663955
CLCN5,38.73422898231163
CSNK1G2,38.69280228104388
IRX5,38.69040445996252
RAET1G,38.65010823390973
CNOT3,38.630713163832304
CYP2C18,38.60230091083081
ACTG2,38.601791235962246
EVI5,38.59208285382306
SENP3,38.58814331660911
CCND1,38.586563568998244
TRIM6,38.58470144695144
EZH2,38.583936866056504
PROK1,38.57428379242276
ZXDA,38.55948163851279
SPAG17,38.55696476179718
PCDHB19P,38.54652553349728
SH3RF2,38.53287954709655
LIPE,38.52288320194072
C18orf51,38.51724260948438
PRR10,38.51067802335475
SLC45A3,38.50891016966446
TMEM87B,38.504842474942684
FBL,38.494002270830734
QPRT,38.4869999832167
SCYL2,38.482990522064966
GUCY2D,38.48062095587888
UTRN,38.477728774062776
SAGE1,38.46053372735249
ARHGAP19,38.4561436011842
TNFSF9,38.45557802663623
C12orf50,38.430332064353536
HRASLS5,38.424211533381516
ZSCAN5,38.402880687845666
DDX55,38.38801052247344
SORD,38.37712011892658
PHKG2,38.36667733934482
BTBD9,38.36221605678835
GIPC1,38.34375148682686
AMT,38.3388823599857
SNORA75,38.33386270020152
GRHL2,38.33383750095646
HERPUD2,38.314535397065036
HIST1H2BG,38.29705382242812
DTX1,38.293530150910016
CRHR1,38.275355178239685
ZNF485,38.272194856285765
TBXA2R,38.26006812285017
KIRREL,38.25277055623631
ATP5E,38.25160499939555
KIAA0329,38.24976467710943
CPA2,38.2463028687165
PIK3R1,38.242385442504755
FBXO41,38.23539842512223
PPIE,38.22904195012799
MBL2,38.22065078590818
PARS2,38.2068800916622
B4GALT3,38.20515510351626
NFE2L1,38.18797801227937
BLNK,38.18129171811496
CYP2C8,38.17927741342093
PRIMA1,38.15914579501877
ATP9B,38.15906097108619
INVS,38.11675204925422
PGLYRP1,38.10967514380773
ORAOV1,38.104506856000334
NPC1L1,38.092762950199756
FRMPD1,38.092596689793
MRPL55,38.09169177195885
TMEM60,38.037544630104
C14orf132,38.026127980794804
CYP2D6,37.9875593973835
CELSR2,37.92803963784675
RHPN2,37.926238919659156
C21orf13,37.90792364546291
BICD1,37.84528764861613
PRUNE,37.838090142791565
HSPA6,37.83797104708518
PDZRN4,37.83694883439578
USP28,37.83199966459985
RPL36,37.79159301791878
TANC2,37.77512208936113
PKP2,37.76148705326629
UBE2Q1,37.74152455262708
FEZ2,37.71683639654667
AP1M1,37.71647178065931
ZMYM3,37.681420274501136
DKK3,37.67548769539841
PQLC2,37.65919021501549
AKR1B10,37.652315174170134
DPH5,37.62505716982898
RP11-431O22.2,37.601120072394146
ZC3H6,37.58773387429009
DISC1,37.581011416664666
C14orf108,37.565158876993806
SUV39H1,37.53956894797824
TCF8,37.52607247340222
MDN1,37.52425333224893
PTPRV,37.523579382723504
SKIV2L2,37.51080372297565
C14orf24,37.49910843388591
DHFRL1,37.4950122711212
ABCA10,37.48352638087281
RIMS1,37.48333846062445
ZNF613,37.47129264148499
ZNF426,37.46036700630031
INGX,37.44021778447292
CD7,37.43590782758938
PCDHA1,37.42645314354632
CLDN19,37.421210228838895
LOH12CR2,37.41926859614557
NOS1AP,37.38253040113654
TRIP12,37.36293446996731
FBXO25,37.350167527425185
SMARCD3,37.34501902186473
EFHB,37.33852479274063
KIAA0125,37.33261175842755
GATAD1,37.33170806916165
ADAMTS20,37.32548789988799
BPI,37.322867631034164
A2M,37.31141354192153
PCDHB18,37.308060352170905
HLA-G,37.301873091978365
PITPNM3,37.300000602478576
WDSOF1,37.29992606496594
TFDP1,37.29645443322086
WDR12,37.28986099965398
BACE1,37.27791857545587
ANKIB1,37.24887896803866
KLRD1,37.22195876352886
IHPK1,37.219800871631044
PINK1,37.211709800848915
MUC6,37.20706075286646
PRDM15,37.20621969280875
PDYN,37.19774581337319
JOSD2,37.181548769307746
ERG,37.18145679268136
FAM57A,37.17420136162666
MSX2,37.158206953573526
TRNT1,37.156105993405944
SHH,37.15325205728949
SIRT2,37.1433863724133
SNX2,37.13122724817923
SYCE2,37.12325794304347
CDON,37.115794610387454
PLCB4,37.101309050918545
RP11-144G6.7,37.09932150452211
ABHD9,37.08178950222617
AATK,37.02933686617591
RHBG,37.01982379121067
C1orf56,37.018576163603555
CCDC28A,37.01818485866002
HRASLS3,36.98049426037405
HOXD1,36.97794041388497
CCDC100,36.95655861287879
KIAA1553,36.95003249973239
SMCR5,36.94676579195652
WDTC1,36.94010006710978
BARHL1,36.926291720747216
TMPRSS13,36.90429227051513
CHMP4A,36.89576808686303
SLC7A6,36.8687745199364
ATP5D,36.8542443327881
ZNF213,36.85168210742155
KHSRP,36.847827549829766
NOM1,36.84208143124408
TOR2A,36.83987576135033
ZNF581,36.800042995034545
CORO1C,36.79946965554248
MID2,36.775652757512596
AMH,36.74517805323585
DGKE,36.74501030985506
BAK1,36.734870075348056
PLA2G4D,36.731491450769134
FGL1,36.71522331703388
NUDT14,36.69790368497924
C9orf3,36.69252827833654
PTGER4,36.687862943112
CYP4F11,36.6285134530566
MTL5,36.60685573814219
ACTL8,36.59898030896588
C5,36.589075946260245
LRRN1,36.586160099316714
FBXL21,36.5858055923609
SNRPD3,36.57946233693932
ATP5G3,36.546109083708906
PHIP,36.54016321993878
COX7A1,36.531663222122106
SPATA20,36.50349428256424
AHNAK,36.499753617721424
MAPK8IP2,36.48632007677071
THSD3,36.47933600182097
JARID1A,36.476242848033586
TNC,36.46044676510915
MRPL48,36.45180731768012
NR1D1,36.420410342335494
MAD1L1,36.41756954808078
ADAM17,36.41702950621755
SMYD1,36.416769578974325
UGT2B15,36.39529654699021
CTGLF1,36.38671182792685
SEMA3C,36.38201442725961
ZNF134,36.377137805643784
C2orf16,36.371514889930026
C1orf108,36.33734932344605
PTEN,36.30282358699584
ZNF638,36.29781880264949
CAMK2A,36.28716118083843
HIST1H4J,36.278370312170814
TMSL8,36.22537760921685
ZNF639,36.16500741829601
SRXN1,36.16449157904292
RPS20,36.15124517837795
ZNF662,36.14989392185187
XKR3,36.1431076026902
CNIH,36.117493159363015
COL15A1,36.11245954579934
OXER1,36.09654521298008
AMELY,36.06963101698303
RPL17,36.057833468213104
PLXDC1,36.036635264552956
DUOX1,36.01048594604029
TRAT1,36.00906307168646
ADAM32,36.00707792265908
PEX11A,35.989238142176674
DNAJB12,35.98405761521266
ENPP1,35.97196052561985
PIP5K2B,35.96815953939872
IL2RB,35.955687083147765
PIGY,35.93663959848277
ACTB,35.91435454259283
